New_Id,Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
NEP151,NEP151,aac(3)-IId+IIe,,,,armA,,,G1-240G_2pos,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP152,NEP152,aac(3)-IId+IIe,,,,,,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP153,NEP153,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP154,NEP154,aac(3)-IId,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP155,NEP155,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP156,NEP156,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP157,NEP157,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP158,NEP158,aac(3)-IIe+_2mix,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP159,NEP159,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP016,NEP16,aac(3)-IId,,,,,,blaCMY-2-like,G1-240D,blaDHA,,,blaIMP_12neg,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP160,NEP160,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP161,NEP161,aac(3)-IId+IIe,,,,armA,,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP162,NEP162,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP163,NEP163,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP164,NEP164,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP165,NEP165,negative,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP166,NEP166,aac(3)-IId_2mix,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP167,NEP167,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP168,NEP168,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP169,NEP169,aac(3)-IIe,,,aadB,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP017,NEP17,aac(3)-IId,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP170,NEP170,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP171,NEP171,negative,,,aadB,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,blaVEB,
NEP172,NEP172,aac(3)-IIe,,,,armA,,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,rmtB,,,,blaTEM-1-like,,
NEP173,NEP173,aac(3)-IId,,,aadB,,,blaCMY-2-like,G1-240G_2pos,blaDHA,,blaGES-2-like,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP174,NEP174,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP175,NEP175,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP176,NEP176,aac(3)-IId+IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,rmtB,,,,blaTEM-1-like,,
NEP177,NEP177,aac(3)-IId+IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP178,NEP178,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP179,NEP179,aac(3)-IIe,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP018,NEP18,aac(3)-IIe,,,,,blaACT-7-like,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP180,NEP180,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP181,NEP181,aac(3)-IId,,,aadB,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP182,NEP182,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP183,NEP183,aac(3)-IIe,,,aadB,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP184,NEP184,aac(3)-IId+IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP185,NEP185,aac(3)-IId,,,,armA,blaACT-7-like,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP186,NEP186,negative,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP187,NEP187,aac(3)-IIe+_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP188,NEP188,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP189,NEP189,aac(3)-II_3neg,,,aadB,,blaACT_2mix,blaCMY-2-like,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP19,NEP19,aac(3)-IId,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP190,NEP190,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP191,NEP191,aac(3)-IId+IIe,,,aadB,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP192,NEP192,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP193,NEP193,,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP194,NEP194,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,blaGES-2-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP195,NEP195,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP196,NEP196,aac(3)-IId_2mix,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP197,NEP197,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP198,NEP198,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP199,NEP199,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP002,NEP2,aac(3)-IIe,,,aadB,,blaACT-7-like,blaCMY-2-like,G1-240G+G9-240D_3neg,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP020,NEP20,aac(3)-IId+IIe,,,aadB,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP200,NEP200,negative,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP201,NEP201,aac(3)-II_3neg,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP202,NEP202,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP203,NEP203,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP204,NEP204,aac(3)-II_3neg,,,aadB,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP205,NEP205,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP206,NEP206,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP207,NEP207,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP208,NEP208,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP209,NEP209,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP021,NEP21,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP210,NEP210,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP211,NEP211,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP212,NEP212,negative,,,,,blaACT-7-like,blaCMY-2-like,G1-240G,,,,blaIMP-1579-like_13neg,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP213,NEP213,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP214,NEP214,aac(3)-II_3neg,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP215,NEP215,aac(3)-II_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP216,NEP216,negative,,,,,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP217,NEP217,aac(3)-II_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP218,NEP218,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP219,NEP219,aac(3)-II_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP022,NEP22,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP220,NEP220,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,blaGES-2-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP221,NEP221,aac(3)-IIe+_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP222,NEP222,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP223,NEP223,,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP224,NEP224,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP225,NEP225,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP226,NEP226,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP227,NEP227,aac(3)-IIe_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP228,NEP228,aac(3)-IIe+_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP229,NEP229,aac(3)-IIe+_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP023,NEP23,aac(3)-IIe,,,,,,,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP230,NEP230,aac(3)-IIe_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP231,NEP231,aac(3)-II_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP232,NEP232,aac(3)-II_3neg,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP233,NEP233,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,blaGES-1-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP234,NEP234,aac(3)-II_3neg,,,aadB,,,,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP235,NEP235,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP236,NEP236,aac(3)-IIe+_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP237,NEP237,aac(3)-IIe+_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP238,NEP238,aac(3)-IId+IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP239,NEP239,aac(3)-IIe+_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP024,NEP24,aac(3)-IIe,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,blaDHA,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP240,NEP240,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP241,NEP241,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,blaOXA-10-like,,,,,,,blaTEM-1-like,,
NEP242,NEP242,aac(3)-IIe+_3neg,,,aadB,,blaACT_2mix,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP243,NEP243,aac(3)-II_3neg,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP244,NEP244,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,blaGES-2-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP245,NEP245,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP246,NEP246,negative,,,,,,,G1-240G,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
NEP247,NEP247,aac(3)-IIe+_3neg,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP248,NEP248,aac(3)-IIe_3neg,,,,,blaACT-7-like,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP249,NEP249,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP025,NEP25,aac(3)-IIe,,,aadB,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP250,NEP250,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP251,NEP251,aac(3)-IIe+_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP252,NEP252,aac(3)-II_3neg,,,,,,,G1-240G_2pos,blaDHA,,,,,,,,,,,,,blaTEM-1-like,blaVEB,
NEP253,NEP253,aac(3)-IIe+_3neg,,,,,blaACT-7-like,,G1-240G_2pos,,,,,,,,,,,,,,blaTEM-1-like,,
NEP254,NEP254,aac(3)-IIe+_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP255,NEP255,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP256,NEP256,aac(3)-IIe_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP257,NEP257,negative,,,,,,,G1-240G_2pos,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP258,NEP258,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP259,NEP259,aac(3)-II_3neg,,,aadB,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP026,NEP26,aac(3)-IId+IIe,,,aadB,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP260,NEP260,aac(3)-IIe+_3neg,,,,,blaACT-7-like,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP261,NEP261,aac(3)-IIe+_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP262,NEP262,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,blaOXA-10-like,,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP263,NEP263,aac(3)-II_3neg,,,,,,,G1-240G_2pos,blaDHA,,blaGES-1-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP264,NEP264,aac(3)-IIe+_3neg,,,,,blaACT-7-like,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP265,NEP265,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP266,NEP266,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP267,NEP267,aac(3)-II_3neg,,,aadB,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP268,NEP268,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP269,NEP269,aac(3)-IIe_3neg,,aacA4GEN+_2mix,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-ESBL-240K+blaTEM-1-like,,
NEP027,NEP27,aac(3)-IId+IIe,,,aadB,,,,G1-240G+G9-240G_36neg,blaDHA,,,,,,,blaOXA-30-like,,rmtB,,,,blaTEM-1-like,,
NEP270,NEP270,aac(3)-IIe_3neg,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
NEP271,NEP271,aac(3)-IIe+_3neg,,,,,blaACT-5-like,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
NEP272,NEP272,negative,,,,,blaACT-5-like,,G1-240G,blaDHA,,,,,,,,,,,,,blaTEM_2neg,,
NEP273,NEP273,aac(3)-IIe_3neg,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP274,NEP274,aac(3)-IIe+_3neg,,,,,blaACT-1-like+5-like,,,blaDHA,,,,,,,,,,,,,blaTEM-ESBL-240K,,
NEP028,NEP28,aac(3)-IId,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP029,NEP29,aac(3)-IIe,,,,,blaACT-7-like,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP003,NEP3,aac(3)-IIe+_2mix,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP030,NEP30,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP031,NEP31,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP032,NEP32,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP033,NEP33,aac(3)-IIe,,,aadB,,blaACT-7-like,blaCMY-2-like,G1-240G,blaDHA,,,blaIMP_12neg,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP034,NEP34,aac(3)-IIe,,,aadB,armA,,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP035,NEP35,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP036,NEP36,aac(3)-IIe,,,,,,,G1-240G_2pos,blaDHA,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP037,NEP37,aac(3)-IIe,,,aadB,,,,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP038,NEP38,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP039,NEP39,aac(3)-IId+IIe,,,aadB,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP004,NEP4,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP040,NEP40,aac(3)-IId+IIe,,,,armA,,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP041,NEP41,aac(3)-IIe,,,aadB,,blaACT-7-like,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP042,NEP42,aac(3)-IId,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP043,NEP43,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP044,NEP44,aac(3)-IIe,,,,,blaACT-7-like,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP045,NEP45,aac(3)-IIe,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP046,NEP46,aac(3)-IIe,,,,,blaACT-7-like,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP047,NEP47,aac(3)-IIe,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP048,NEP48,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP049,NEP49,negative,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,rmtB,,,,blaTEM_2neg,,
NEP005,NEP5,aac(3)-IId,,,,,,blaCMY-2-like,,blaDHA,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP050,NEP50,aac(3)-IIe_3neg,,,,,,,G1_2G,,,,,,,,,,,,,,blaTEM_1neg,,
NEP051,NEP51,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP052,NEP52,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP053,NEP53,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP054,NEP54,,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP055,NEP55,,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
NEP056,NEP56,aac(3)-II_3neg,,,,,,,G1-240G+G9-240G_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
NEP057,NEP57,negative,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP058,NEP58,aac(3)-IIe+_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP059,NEP59,negative,,,,,,blaCMY-2-like,G1-240G+G9-240G_2pos_46neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP006,NEP6,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G_2pos,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP060,NEP60,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP061,NEP61,aac(3)-IIe+_3neg,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP062,NEP62,negative,,,,,,,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP063,NEP63,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP064,NEP64,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
