Sample Id,Site,Species,3GCR,GENR,Old_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
NEP063,Nepal,E. coli,R,S,NEP063,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP064,Nepal,E. coli,R,S,NEP064,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP065,Nepal,E. coli,R,S,NEP065,,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP066,Nepal,E. coli,R,S,NEP066,aac(3)-IIe+_3neg,,,,,,,G1-240G+G9-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,blaVEB,
NEP067,Nepal,E. coli,R,S,NEP067,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP068,Nepal,E. coli,R,S,NEP068,,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP069,Nepal,E. coli,R,S,NEP069,,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP070,Nepal,E. coli,R,S,NEP070,negative,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
NEP071,Nepal,E. coli,R,S,NEP071,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP072,Nepal,E. coli,R,S,NEP072,negative,,,,,,blaCMY-2-like,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP073,Nepal,E. coli,R,S,NEP073,aac(3)-IId,,,,,,,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP074,Nepal,E. coli,R,S,NEP074,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240G_2pos_4neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP075,Nepal,E. coli,R,S,NEP075,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP076,Nepal,E. coli,R,S,NEP076,,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
NEP077,Nepal,E. coli,R,S,NEP077,aac(3)-IIe_3neg,,,,,,,G1-240G+G9-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP078,Nepal,E. coli,R,S,NEP078,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
NEP079,Nepal,E. coli,R,S,NEP079,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP080,Nepal,E. coli,R,S,NEP080,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP081,Nepal,E. coli,R,S,NEP081,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP082,Nepal,E. coli,R,S,NEP082,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP083,Nepal,E. coli,R,S,NEP083,aac(3)-IId+IIe,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,blaGES-2-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP084,Nepal,E. coli,R,S,NEP084,,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
NEP085,Nepal,E. coli,R,S,NEP085,negative,,,,,,,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP086,Nepal,E. coli,R,S,NEP086,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP087,Nepal,E. coli,R,S,NEP087,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP088,Nepal,E. coli,R,S,NEP088,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP089,Nepal,E. coli,R,S,NEP089,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP090,Nepal,E. coli,R,S,NEP090,,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP091,Nepal,E. coli,R,S,NEP091,aac(3)-IIe,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
NEP092,Nepal,E. coli,R,S,NEP092,negative,,,,,,,G1-240G+G9-240D_3neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP093,Nepal,E. coli,R,S,NEP093,,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP094,Nepal,E. coli,R,S,NEP094,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP095,Nepal,E. coli,R,S,NEP095,negative,,,,,,,G1-240G+G9-240G_2pos_4neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP096,Nepal,E. coli,R,S,NEP096,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP097,Nepal,E. coli,R,S,NEP097,,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP098,Nepal,E. coli,R,S,NEP098,,,,,,,blaCMY-2-like,G1-240G+G9-240D_3neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP099,Nepal,E. coli,R,S,NEP099,aac(3)-II_3neg,,,,,,,G1-240G+G9-240G_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP100,Nepal,E. coli,R,S,NEP100,aac(3)-IIe_3neg,,,,,,,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP101,Nepal,E. coli,R,S,NEP101,,,,,,,,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP102,Nepal,E. coli,R,S,NEP102,aac(3)-IIe,,,,,,,G1-240G+G9-240D_3neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP103,Nepal,E. coli,R,S,NEP103,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP104,Nepal,E. coli,R,S,NEP104,aac(3)-IIe_3neg,,,,,,,G1_240G+G9-240D,,,blaGES-1-like,,,,blaOXA-10-like,,,,,,,blaTEM_2neg,,
NEP105,Nepal,E. coli,R,S,NEP105,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240G_2pos_46neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP106,Nepal,E. coli,R,S,NEP106,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP107,Nepal,E. coli,R,S,NEP107,aac(3)-IIe_3neg,,,,,,,G1-240G+G9-240G_36neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP108,Nepal,E. coli,R,S,NEP108,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
NEP109,Nepal,E. coli,R,S,NEP109,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP110,Nepal,E. coli,R,S,NEP110,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9-240G_36neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP111,Nepal,E. coli,R,S,NEP111,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP112,Nepal,E. coli,R,S,NEP112,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G+G9_4neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP113,Nepal,E. coli,R,S,NEP113,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP114,Nepal,E. coli,R,S,NEP114,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP115,Nepal,E. coli,R,S,NEP115,aac(3)-IIe_3neg,,,,,,,G1-240G+G9-240G_36neg,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,,,
NEP116,Nepal,E. coli,S,S,NEP116,,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP117,Nepal,E. coli,S,S,NEP117,aac(3)-II_3neg,,,,,,,,blaDHA,,,,,,,,,,,,,blaTEM_1neg,,
NEP118,Nepal,E. coli,S,S,NEP118,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
NEP119,Nepal,E. coli,S,S,NEP119,aac(3)-IIe_3neg,,,,,,,,blaDHA,,,,,,blaOXA-10-like,,,,,,,blaTEM_2neg,,
NEP120,Nepal,E. coli,S,S,NEP120,negative,,,,,,,G1-240G,blaDHA,,,,,,,,,,,,,,,
NEP121,Nepal,E. coli,S,S,NEP121,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
NEP122,Nepal,E. coli,S,S,NEP122,aac(3)-IIe_3neg,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP123,Nepal,E. coli,S,S,NEP123,aac(3)-IId+IIe,,,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
NEP124,Nepal,E. coli,S,S,NEP124,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP125,Nepal,E. coli,S,S,NEP125,negative,,,,,,blaCMY-2-like,G1-240G,blaDHA,,,,,,,,,,,,,blaTEM-ESBL-240K,,
NEP126,Nepal,E. coli,S,S,NEP126,aac(3)-IId,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP127,Nepal,E. coli,S,S,NEP127,aac(3)-IIe_3neg,,,,,,,G1-240G,,,,,,,blaOXA-10-like,,,,,,,blaTEM_2neg,,
NEP128,Nepal,K. pneumoniae,R,R,NEP128,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP129,Nepal,K. pneumoniae,R,R,NEP129,,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP130,Nepal,K. pneumoniae,R,R,NEP130,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP131,Nepal,K. pneumoniae,R,R,NEP131,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP132,Nepal,K. pneumoniae,R,R,NEP132,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP133,Nepal,K. pneumoniae,R,R,NEP133,,,,,armA,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP134,Nepal,K. pneumoniae,R,R,NEP134,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP135,Nepal,K. pneumoniae,R,R,NEP135,,,,,armA,,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP136,Nepal,K. pneumoniae,R,R,NEP136,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP137,Nepal,K. pneumoniae,R,R,NEP137,aac(3)-IId+IIe,,,,,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,rmtC,rmtF,,blaTEM-1-like,,
NEP138,Nepal,K. pneumoniae,R,R,NEP138,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP139,Nepal,K. pneumoniae,R,R,NEP139,,,,,armA,,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP140,Nepal,K. pneumoniae,R,R,NEP140,aac(3)-IIe,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP141,Nepal,K. pneumoniae,R,R,NEP141,aac(3)-IIe,,,,armA,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP142,Nepal,K. pneumoniae,R,R,NEP142,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP143,Nepal,K. pneumoniae,R,R,NEP143,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP144,Nepal,K. pneumoniae,R,R,NEP144,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP145,Nepal,K. pneumoniae,R,R,NEP145,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP146,Nepal,K. pneumoniae,R,R,NEP146,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP147,Nepal,K. pneumoniae,R,R,NEP147,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP148,Nepal,K. pneumoniae,R,R,NEP148,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP149,Nepal,K. pneumoniae,R,R,NEP149,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP150,Nepal,K. pneumoniae,R,R,NEP150,aac(3)-IIe,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP151,Nepal,K. pneumoniae,R,R,NEP151,,,,,armA,,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP152,Nepal,K. pneumoniae,R,R,NEP152,aac(3)-IIe+_3neg,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP153,Nepal,K. pneumoniae,R,R,NEP153,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP154,Nepal,K. pneumoniae,R,R,NEP154,aac(3)-IId,,aacA4crC,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM_1neg,,
NEP155,Nepal,K. pneumoniae,R,R,NEP155,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP156,Nepal,K. pneumoniae,R,R,NEP156,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP157,Nepal,K. pneumoniae,R,R,NEP157,,,,,armA,blaACT-7-like,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP158,Nepal,K. pneumoniae,R,R,NEP158,,,,,armA,blaACT-7-like,,G1-240G_2pos,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP159,Nepal,K. pneumoniae,R,R,NEP159,,,,,armA,blaACT-7-like,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP160,Nepal,K. pneumoniae,R,R,NEP160,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP161,Nepal,K. pneumoniae,R,R,NEP161,,,,,armA,,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP162,Nepal,K. pneumoniae,R,R,NEP162,,,,,armA,blaACT-7-like,,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP163,Nepal,K. pneumoniae,R,R,NEP163,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP164,Nepal,K. pneumoniae,R,R,NEP164,aac(3)-IIe,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP165,Nepal,K. pneumoniae,R,R,NEP165,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
NEP166,Nepal,K. pneumoniae,R,R,NEP166,,,,,,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP167,Nepal,K. pneumoniae,R,R,NEP167,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,rmtF,,blaTEM-1-like,,
NEP168,Nepal,K. pneumoniae,R,R,NEP168,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP169,Nepal,K. pneumoniae,R,R,NEP169,aac(3)-IIe,,,aadB,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP170,Nepal,K. pneumoniae,R,R,NEP170,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP171,Nepal,K. pneumoniae,R,R,NEP171,,,,aadB,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,blaVEB,
NEP172,Nepal,K. pneumoniae,R,R,NEP172,aac(3)-IIe,,,,armA,,,G1-240G,blaDHA,,,,,blaNDM,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP173,Nepal,K. pneumoniae,R,R,NEP173,aac(3)-IId,,,aadB,,,blaCMY-2-like,G1-240G_2pos,blaDHA,,blaGES-2-like,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP174,Nepal,K. pneumoniae,R,R,NEP174,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP175,Nepal,K. pneumoniae,R,R,NEP175,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP176,Nepal,K. pneumoniae,R,R,NEP176,,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,blaNDM,,blaOXA-30-like,,rmtB,,,,blaTEM-1-like,,
NEP177,Nepal,K. pneumoniae,R,R,NEP177,,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP178,Nepal,K. pneumoniae,R,R,NEP178,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP179,Nepal,K. pneumoniae,R,R,NEP179,aac(3)-IIe,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP180,Nepal,K. pneumoniae,R,R,NEP180,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP181,Nepal,K. pneumoniae,R,R,NEP181,aac(3)-IId,,,aadB,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP182,Nepal,K. pneumoniae,R,R,NEP182,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP183,Nepal,K. pneumoniae,R,R,NEP183,aac(3)-IIe,,,aadB,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP184,Nepal,K. pneumoniae,R,R,NEP184,,,,,armA,blaACT-7-like,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP185,Nepal,K. pneumoniae,R,R,NEP185,aac(3)-IId,,,,armA,blaACT-7-like,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP186,Nepal,K. pneumoniae,R,S,NEP186,,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP187,Nepal,K. pneumoniae,R,S,NEP187,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP188,Nepal,K. pneumoniae,R,S,NEP188,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP189,Nepal,K. pneumoniae,R,S,NEP189,aac(3)-II_3neg,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP190,Nepal,K. pneumoniae,R,S,NEP190,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP191,Nepal,K. pneumoniae,R,S,NEP191,,,,aadB,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP192,Nepal,K. pneumoniae,R,S,NEP192,aac(3)-IIe_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP193,Nepal,K. pneumoniae,R,S,NEP193,,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP194,Nepal,K. pneumoniae,R,S,NEP194,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,blaGES-2-like,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP195,Nepal,K. pneumoniae,R,S,NEP195,aac(3)-II_3neg,,,,,blaACT-7-like,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP196,Nepal,K. pneumoniae,R,S,NEP196,negative,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP197,Nepal,K. pneumoniae,R,S,NEP197,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP198,Nepal,K. pneumoniae,R,S,NEP198,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP199,Nepal,K. pneumoniae,R,S,NEP199,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP200,Nepal,K. pneumoniae,R,S,NEP200,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP201,Nepal,K. pneumoniae,R,S,NEP201,aac(3)-II_3neg,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP202,Nepal,K. pneumoniae,R,S,NEP202,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP203,Nepal,K. pneumoniae,R,S,NEP203,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP204,Nepal,K. pneumoniae,R,S,NEP204,aac(3)-II_3neg,,,aadB,,,blaCMY-2-like,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP205,Nepal,K. pneumoniae,R,S,NEP205,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP206,Nepal,K. pneumoniae,R,S,NEP206,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,blaVEB,
NEP207,Nepal,K. pneumoniae,R,S,NEP207,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
NEP208,Nepal,K. pneumoniae,R,S,NEP208,aac(3)-IIe_3neg,,,,,,,G1-240G_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP209,Nepal,K. pneumoniae,R,S,NEP209,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP210,Nepal,K. pneumoniae,R,S,NEP210,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-2-like
NEP211,Nepal,K. pneumoniae,R,S,NEP211,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
NEP212,Nepal,K. pneumoniae,R,S,NEP212,,,,,,blaACT-7-like,blaCMY-2-like,G1-240G,,,,blaIMP-1579-like_13neg,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
