Sample Id,Site,Species,3GCR,GENR,CTXM,SHV,TEM,KPC,IMP,NDM,VIM,CMY2,DHA,OXA10,OXA30,OXA48,VEB,GES,ACTMIR,aac(3)II,aacA4,aac6Ib/II,aadB,armA,rmtB,rmtC,rmtF,
NEP019,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
NEP020,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 (Amk) and aacA4 cr (C),,aadB,,,,,
NEP021,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP022,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP023,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP024,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,OXA-10-like,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP025,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP026,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP027,Nepal,E. coli,R,R,CTX-M-15-like + CTX-M-27-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,aadB,,rmtB,,,
NEP028,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (A),,aadB,,,,,
NEP029,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP030,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP031,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP032,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 (Amk) and aacA4 cr (C),,,,,,,
NEP033,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,Other IMP,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP034,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,armA,,,,
NEP035,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP036,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,OXA-10-like,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP037,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP038,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP039,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 (Amk) and aacA4 cr (C),,aadB,,,,,
NEP040,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP041,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
NEP042,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IId,aacA4 (Amk) and aacA4 cr (C),,,,,,,
NEP043,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP044,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP045,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP046,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP047,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP048,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP049,Nepal,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,rmtB,,,
NEP050,Nepal,E. coli,R,R,CTX-M group 1,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
NEP051,Nepal,E. coli,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
NEP052,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP053,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP054,Nepal,E. coli,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP055,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,aacA4 cr (C),,,,,,,
NEP056,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,aacA4 cr (C),,,,,,,
NEP057,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP058,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP059,Nepal,E. coli,R,S,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP060,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-5/12-like,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP061,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP062,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP063,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP064,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP065,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP066,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,VEB,,,,aacA4 cr (C),,,,,,,
NEP067,Nepal,E. coli,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP068,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP069,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP070,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,,,,,,,aacA4 cr (C),,,,,,,
NEP071,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP072,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP073,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP074,Nepal,E. coli,R,S,,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP075,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP076,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP077,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP078,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP079,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP080,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP081,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP082,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP083,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,GES-2-like,,,aacA4 cr (C),,,,,,,
NEP084,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP085,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP086,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP087,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP088,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP089,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP090,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP091,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,aacA4 cr (C),,,,,,,
NEP092,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP093,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP094,Nepal,E. coli,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP095,Nepal,E. coli,R,S,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP096,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP097,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP098,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP099,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,VIM-2-like,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP100,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP101,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP102,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP103,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP104,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,,,,GES-1-like,,,aacA4 cr (C),,,,,,,
NEP105,Nepal,E. coli,R,S,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP106,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP107,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP108,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,aacA4 cr (C),,,,,,,
NEP109,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP110,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP111,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP112,Nepal,E. coli,R,S,,SHV-5/12-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP113,Nepal,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP114,Nepal,E. coli,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP115,Nepal,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,SHV-5/12-like,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP116,Nepal,E. coli,S,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP117,Nepal,E. coli,S,S,,SHV-1-like,TEM-1-like,,,,,,DHA,,,,,,,,aacA4 cr (C),,,,,,,
NEP118,Nepal,E. coli,S,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
NEP119,Nepal,E. coli,S,S,,SHV-1-like,TEM-1-like,,,,,,DHA,OXA-10-like,,,,,,,aacA4 cr (C),,,,,,,
NEP120,Nepal,E. coli,S,S,CTX-M-15-like,,TEM-1-like,,,,,,DHA,,,,,,,,aacA4 cr (C),,,,,,,
NEP121,Nepal,E. coli,S,S,,,,,,,,,,,,,,,,,aacA4 cr (C),,,,,,,
NEP122,Nepal,E. coli,S,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,aacA4 cr (C),,,,,,,
NEP123,Nepal,E. coli,S,S,,,TEM-1-like,,,,,,DHA,,,,,,,,aacA4 cr (C),,,,,,,
NEP124,Nepal,E. coli,S,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,aacA4 cr (C),,,,,,,
NEP125,Nepal,E. coli,S,S,CTX-M-15-like,SHV-1-like,TEM (240),,,,,CMY-2-like,DHA,,,,,,,,aacA4 cr (C),,,,,,,
NEP126,Nepal,E. coli,S,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,aacA4 cr (C),,,,,,,
NEP127,Nepal,E. coli,S,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,OXA-10-like,,,,,,,aacA4 cr (C),,,,,,,
NEP128,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP129,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP130,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP131,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP132,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP133,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,"IMP-1, -5, -7 or -9-like",,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP134,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP135,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP136,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP137,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 (Gen),,,,,rmtC,rmtF,
NEP138,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP139,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP140,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,rmtF,
NEP141,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP142,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP143,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP144,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP145,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP146,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,rmtF,
NEP147,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP148,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP149,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,rmtF,
NEP150,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
NEP151,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP152,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,,,,rmtF,
NEP153,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,rmtF,
NEP154,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,armA,,,rmtF,
NEP155,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 (Gen) and aacA4 cr (C),,,armA,,,rmtF,
NEP156,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP157,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP158,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP159,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,CMY-2-like,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP160,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,DHA,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 (Amk) and aacA4 cr (C),,,armA,,,,
NEP161,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP162,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,armA,,,rmtF,
NEP163,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,,
NEP164,Nepal,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,armA,,,rmtF,
NEP165,Nepal,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
